date_and_time, Numberofsatellites, longtitude,
11:51:28.0,10,03509.947184 E,506.2
11:51:29.0,10,03509.941898 E,505.9
11:51:30.0,10,03509.934469 E,505.0
11:51:31.0,10,03509.926586 E,505.4
11:51:32.0,10,03509.918989 E,504.5
11:51:33.0,10,03509.911600 E,503.3
11:51:34.0,10,03509.903899 E,503.0
11:51:35.0,09,03509.895764 E,505.2
11:51:36.0,09,03509.887845 E,506.4
11:51:37.0,09,03509.878524 E,507.3
11:51:38.0,09,03509.869350 E,507.5
11:51:39.0,10,03509.858501 E,507.0
11:51:40.0,10,03509.848511 E,505.7
11:51:41.0,10,03509.837545 E,505.7
11:51:42.0,10,03509.826185 E,505.3
11:51:43.0,10,03509.813961 E,506.4
11:51:44.0,10,03509.801720 E,505.1
11:51:45.0,09,03509.788614 E,505.2
11:51:46.0,09,03509.775846 E,505.2
11:51:47.0,09,03509.761874 E,506.5
11:51:48.0,09,03509.747796 E,507.5
11:51:49.0,09,03509.733964 E,508.7
11:51:50.0,09,03509.719209 E,509.0
11:51:51.0,09,03509.704384 E,509.2
11:51:52.0,09,03509.689539 E,508.6
11:51:53.0,08,03509.674685 E,507.5
11:51:54.0,08,03509.660678 E,507.5
11:51:55.0,08,03509.645832 E,506.2
11:51:56.0,09,03509.630765 E,505.2
11:51:57.0,09,03509.615511 E,505.4
11:51:58.0,09,03509.599487 E,504.5
11:51:59.0,09,03509.582966 E,504.0
11:52:00.0,09,03509.566656 E,502.9
11:52:01.0,09,03509.550779 E,501.4
11:52:02.0,09,03509.534710 E,500.5
11:52:03.0,10,03509.519399 E,499.2
11:52:04.0,10,03509.503508 E,498.0
11:52:05.0,10,03509.488216 E,498.1
11:52:06.0,10,03509.472181 E,497.7
11:52:07.0,10,03509.456531 E,496.5
11:52:08.0,10,03509.440572 E,496.6
11:52:09.0,10,03509.424841 E,495.7
11:52:10.0,10,03509.409119 E,495.7
11:52:11.0,10,03509.393461 E,494.9
11:52:12.0,10,03509.376965 E,494.4
11:52:13.0,10,03509.359265 E,494.3
11:52:14.0,09,03509.341749 E,494.3
11:52:15.0,09,03509.323225 E,493.9
11:52:16.0,09,03509.305703 E,494.3
11:52:17.0,09,03509.286424 E,493.6
11:52:18.0,09,03509.267407 E,492.5
11:52:19.0,09,03509.248185 E,492.1
11:52:20.0,10,03509.228707 E,490.0
11:52:21.0,10,03509.210286 E,488.5
11:52:22.0,10,03509.191884 E,487.1
11:52:23.0,10,03509.174110 E,486.1
11:52:24.0,10,03509.155370 E,485.0
11:52:25.0,10,03509.136084 E,483.8
11:52:26.0,10,03509.117414 E,482.5
11:52:27.0,10,03509.098742 E,481.2
